investor_id,age_group,gender,monthly_sip_amount
11249,46-55,Male,14890.0
11250,56-65,Female,7652.0
11251,26-35,Male,4474.0
11252,36-45,Male,5550.0
11253,26-35,Male,2564.0
11254,36-45,Male,10976.0
11255,18-25,Male,1603.0
11256,26-35,Female,3025.0
11257,46-55,Male,11634.0
11258,36-45,Male,6665.0
11259,26-35,Male,4157.0
11260,26-35,Male,3609.0
11261,65+,Male,4927.0
11262,26-35,Female,2931.0
11263,46-55,Male,9095.0
11264,56-65,Male,4072.0
11265,18-25,Male,1221.0
11266,65+,Female,7203.0
11267,36-45,Male,3967.0
11268,46-55,Female,22009.0
11269,36-45,Male,4249.0
11270,26-35,Female,6008.0
11271,36-45,Female,3632.0
11272,26-35,Female,7166.0
11273,26-35,Female,8472.0
11274,26-35,Male,3559.0
11275,56-65,Male,10702.0
11276,18-25,Male,4020.0
11277,36-45,Male,3618.0
11278,36-45,Female,7430.0
11279,36-45,Male,16540.0
11280,46-55,Female,13019.0
11281,26-35,Female,4700.0
11282,36-45,Male,12034.0
11283,26-35,Female,3840.0
11284,26-35,Male,2077.0
11285,46-55,Male,13830.0
11286,36-45,Male,4064.0
11287,26-35,Female,2258.0
11288,56-65,Female,4723.0
11289,36-45,Male,16046.0
11290,36-45,Female,21251.0
11291,46-55,Male,12341.0
11292,26-35,Female,1685.0
11293,18-25,Male,1023.0
11294,26-35,Male,5400.0
11295,26-35,Male,7005.0
11296,46-55,Male,5105.0
11297,36-45,Male,4677.0
11298,36-45,Male,17767.0
11299,56-65,Male,14684.0
11300,46-55,Female,8157.0
11301,46-55,Male,7806.0
11302,36-45,Male,6274.0
11303,36-45,Male,12487.0
11304,18-25,Male,2538.0
11305,26-35,Female,6819.0
11306,36-45,Male,2380.0
11307,26-35,Male,2059.0
11308,46-55,Male,8366.0
11309,36-45,Male,5116.0
11310,26-35,Male,3725.0
11311,36-45,Female,4736.0
11312,46-55,Male,8650.0
11313,26-35,Male,2880.0
11314,26-35,Male,5405.0
11315,18-25,Female,2185.0
11316,18-25,Female,3039.0
11317,36-45,Female,4711.0
11318,26-35,Female,5878.0
11319,36-45,Male,21783.0
11320,26-35,Male,3431.0
11321,46-55,Male,5326.0
11322,56-65,Male,14920.0
11323,46-55,Female,14242.0
11324,26-35,Male,7462.0
11325,36-45,Male,11377.0
11326,36-45,Male,10172.0
11327,36-45,Male,4583.0
11328,36-45,Female,4324.0
11329,36-45,Male,12832.0
11330,36-45,Female,3787.0
11331,26-35,Male,3223.0
11332,36-45,Male,9104.0
11333,46-55,Male,8409.0
11334,26-35,Female,4527.0
11335,26-35,Female,1257.0
11336,65+,Female,3449.0
11337,26-35,Male,2532.0
11338,56-65,Male,3540.0
11339,36-45,Male,8083.0
11340,26-35,Male,3962.0
11341,18-25,Male,1304.0
11342,26-35,Male,6025.0
11343,46-55,Male,10770.0
11344,26-35,Female,3434.0
11345,18-25,Female,4405.0
11346,46-55,Male,6281.0
11347,36-45,Male,13124.0
11348,26-35,Male,3234.0
11349,46-55,Male,3790.0
11350,36-45,Male,14336.0
11351,56-65,Male,4495.0
11352,36-45,Male,9028.0
11353,56-65,Male,5847.0
11354,36-45,Male,9861.0
11355,36-45,Male,8067.0
11356,56-65,Female,7885.0
11357,36-45,Male,2558.0
11358,46-55,Male,11375.0
11359,36-45,Male,4593.0
11360,26-35,Female,7717.0
11361,26-35,Female,7261.0
11362,26-35,Male,3025.0
11363,46-55,Male,8515.0
11364,36-45,Male,16387.0
11365,26-35,Female,4237.0
11366,26-35,Male,2419.0
11367,26-35,Male,4264.0
11368,46-55,Male,4059.0
11369,26-35,Male,2140.0
11370,56-65,Male,11655.0
11371,36-45,Male,3662.0
11372,26-35,Female,5340.0
11373,56-65,Male,7450.0
11374,26-35,Male,8613.0
11375,26-35,Male,6515.0
11376,26-35,Female,5658.0
11377,36-45,Male,7054.0
11378,26-35,Male,2954.0
11379,36-45,Female,7063.0
11380,26-35,Male,3976.0
11381,36-45,Male,8962.0
11382,56-65,Male,7531.0
11383,18-25,Male,2004.0
11384,65+,Male,2405.0
11385,46-55,Male,3374.0
11386,36-45,Female,16887.0
11387,26-35,Male,2081.0
11388,65+,Female,2307.0
11389,26-35,Male,4569.0
11390,46-55,Male,9395.0
11391,36-45,Male,4963.0
11392,26-35,Male,2953.0
11393,36-45,Female,28405.0
11394,46-55,Male,6486.0
11395,36-45,Male,4038.0
11396,36-45,Female,5881.0
11397,56-65,Male,4058.0
11398,65+,Female,2663.0
11399,26-35,Male,5008.0
11400,36-45,Male,8734.0
11401,36-45,Male,5584.0
11402,56-65,Male,5069.0
11403,18-25,Male,2404.0
11404,26-35,Female,7444.0
11405,18-25,Female,2576.0
11406,36-45,Male,4813.0
11407,26-35,Male,4067.0
11408,26-35,Male,16358.0
11409,26-35,Male,1692.0
11410,36-45,Male,10507.0
11411,18-25,Male,4103.0
11412,36-45,Male,8879.0
11413,36-45,Male,5631.0
11414,26-35,Male,6445.0
11415,46-55,Female,12240.0
11416,46-55,Male,8429.0
11417,46-55,Male,3822.0
11418,65+,Male,10001.0
11419,46-55,Male,11255.0
11420,36-45,Male,10372.0
11421,26-35,Male,5437.0
11422,36-45,Female,3759.0
11423,26-35,Female,13090.0
11424,26-35,Male,3662.0
11425,26-35,Male,2515.0
11426,26-35,Female,6691.0
11427,65+,Male,4382.0
11428,36-45,Male,12242.0
11429,65+,Male,8493.0
11430,46-55,Female,11471.0
11431,46-55,Male,14890.0
11432,65+,Male,5306.0
11433,36-45,Male,6655.0
11434,56-65,Female,5341.0
11435,36-45,Male,8006.0
11436,36-45,Male,14543.0
11437,36-45,Female,5791.0
11438,36-45,Female,6668.0
11439,36-45,Male,10079.0
11440,26-35,Male,7037.0
11441,36-45,Female,4563.0
11442,36-45,Male,7608.0
11443,36-45,Male,11691.0
11444,18-25,Male,2992.0
11445,56-65,Female,5381.0
11446,26-35,Female,5157.0
11447,26-35,Female,1976.0
11448,46-55,Female,8963.0
11449,26-35,Male,4356.0
11450,46-55,Male,6832.0
11451,36-45,Male,8511.0
11452,46-55,Male,2728.0
11453,18-25,Female,1906.0
11454,26-35,Female,5493.0
11455,36-45,Male,6674.0
11456,26-35,Male,4697.0
11457,26-35,Female,7929.0
11458,26-35,Male,8616.0
11459,36-45,Male,4434.0
11460,26-35,Male,2511.0
11461,18-25,Male,2432.0
11462,26-35,Female,3693.0
11463,36-45,Male,2925.0
11464,46-55,Female,12944.0
11465,46-55,Female,3126.0
11466,18-25,Male,14773.0
11467,46-55,Male,8918.0
11468,26-35,Male,12174.0
11469,26-35,Male,5996.0
11470,26-35,Male,5292.0
11471,36-45,Male,5351.0
11472,26-35,Female,2771.0
11473,56-65,Female,11835.0
11474,26-35,Male,2309.0
11475,46-55,Male,6502.0
11476,26-35,Male,4159.0
11477,26-35,Male,12337.0
11478,36-45,Female,12224.0
11479,36-45,Female,7878.0
11480,26-35,Male,4814.0
11481,36-45,Male,7417.0
11482,56-65,Male,17811.0
11483,26-35,Male,3393.0
11484,36-45,Male,4125.0
11485,36-45,Female,7192.0
11486,26-35,Male,1743.0
11487,26-35,Male,9631.0
11488,46-55,Male,5905.0
11489,36-45,Male,10088.0
11490,36-45,Male,3429.0
11491,46-55,Male,6338.0
11492,18-25,Male,2030.0
11493,56-65,Male,5349.0
11494,36-45,Male,8539.0
11495,36-45,Male,3811.0
11496,26-35,Male,5258.0
11497,26-35,Female,7538.0
11498,26-35,Female,3449.0
11499,36-45,Female,2595.0
11500,46-55,Male,2760.0
11501,26-35,Female,7855.0
11502,26-35,Female,4801.0
11503,46-55,Male,6199.0
11504,36-45,Female,6958.0
11505,26-35,Male,2781.0
11506,26-35,Female,10310.0
11507,18-25,Female,500.0
11508,36-45,Male,7419.0
11509,56-65,Male,3785.0
11510,46-55,Male,9145.0
11511,18-25,Male,1589.0
11512,26-35,Female,9106.0
11513,46-55,Male,7286.0
11514,46-55,Male,6823.0
11515,26-35,Male,13298.0
11516,36-45,Female,7886.0
11517,26-35,Male,5744.0
11518,36-45,Male,6331.0
11519,26-35,Male,4782.0
11520,26-35,Male,4727.0
11521,26-35,Male,4170.0
11522,26-35,Male,5384.0
11523,36-45,Male,5146.0
11524,46-55,Male,3270.0
11525,26-35,Male,8239.0
11526,18-25,Male,3221.0
11527,26-35,Male,3675.0
11528,36-45,Male,4227.0
11529,46-55,Male,14335.0
11530,65+,Male,3283.0
11531,36-45,Female,6995.0
11532,18-25,Male,9458.0
11533,26-35,Male,1880.0
11534,26-35,Male,5190.0
11535,26-35,Female,3760.0
11536,36-45,Male,7411.0
11537,26-35,Male,7003.0
11538,46-55,Male,5330.0
11539,26-35,Male,1432.0
11540,26-35,Female,1683.0
11541,36-45,Male,9110.0
11542,46-55,Male,7956.0
11543,26-35,Male,5763.0
11544,56-65,Male,13284.0
11545,26-35,Male,3499.0
11546,26-35,Female,830.0
11547,46-55,Female,6282.0
11548,36-45,Male,5309.0
11549,26-35,Female,4082.0
11550,56-65,Female,15001.0
11551,26-35,Female,8162.0
11552,46-55,Male,3828.0
11553,18-25,Male,2230.0
11554,36-45,Male,4933.0
11555,26-35,Male,5421.0
11556,26-35,Male,2149.0
11557,56-65,Female,9138.0
11558,18-25,Male,2065.0
11559,56-65,Female,5215.0
11560,18-25,Male,1518.0
11561,36-45,Female,12477.0
11562,36-45,Male,3905.0
11563,26-35,Male,5068.0
11564,26-35,Male,4748.0
11565,18-25,Male,1453.0
11566,26-35,Male,3944.0
11567,26-35,Male,6749.0
11568,36-45,Male,1795.0
11569,26-35,Male,4055.0
11570,18-25,Male,1343.0
11571,26-35,Female,5074.0
11572,36-45,Male,11736.0
11573,36-45,Female,9462.0
11574,46-55,Male,5020.0
11575,56-65,Male,6974.0
11576,26-35,Male,6345.0
11577,26-35,Male,3304.0
11578,26-35,Male,8770.0
11579,36-45,Male,4077.0
11580,36-45,Male,4709.0
11581,18-25,Female,3133.0
11582,46-55,Male,7073.0
11583,36-45,Female,9654.0
11584,46-55,Male,2618.0
11585,46-55,Male,8478.0
11586,36-45,Male,7448.0
11587,36-45,Male,14404.0
11588,36-45,Male,10840.0
11589,26-35,Male,2647.0
11590,46-55,Male,14106.0
11591,46-55,Female,12822.0
11592,26-35,Male,1386.0
11593,36-45,Male,6210.0
11594,36-45,Male,13775.0
11595,26-35,Male,1733.0
11596,36-45,Male,5763.0
11597,26-35,Female,5356.0
11598,36-45,Male,7192.0
11599,36-45,Male,9247.0
11600,56-65,Male,3546.0
11601,26-35,Male,1881.0
11602,46-55,Male,5604.0
11603,26-35,Male,2349.0
11604,36-45,Male,6363.0
11605,18-25,Female,688.0
11606,36-45,Female,8031.0
11607,46-55,Male,18624.0
11608,26-35,Male,4083.0
11609,36-45,Male,26854.0
11610,46-55,Male,3309.0
11611,36-45,Male,8525.0
11612,56-65,Male,11333.0
11613,18-25,Female,1156.0
11614,36-45,Male,17557.0
11615,18-25,Female,4929.0
11616,26-35,Male,3221.0
11617,46-55,Male,20052.0
11618,36-45,Male,4505.0
11619,46-55,Female,8458.0
11620,26-35,Female,9390.0
11621,36-45,Female,3123.0
11622,65+,Female,1969.0
11623,18-25,Male,2724.0
11624,65+,Female,5063.0
11625,56-65,Male,6847.0
11626,18-25,Male,3186.0
11627,56-65,Male,9589.0
11628,36-45,Male,9982.0
11629,36-45,Female,10289.0
11630,56-65,Female,4344.0
11631,36-45,Male,9019.0
11632,18-25,Male,2013.0
11633,36-45,Male,12659.0
11634,36-45,Female,6260.0
11635,56-65,Male,1898.0
11636,36-45,Male,6915.0
11637,26-35,Male,2518.0
11638,46-55,Male,4881.0
11639,65+,Female,3381.0
11640,56-65,Male,9101.0
11641,46-55,Male,14690.0
11642,46-55,Female,22102.0
11643,46-55,Male,3504.0
11644,18-25,Female,2253.0
11645,26-35,Male,5930.0
11646,46-55,Male,14270.0
11647,26-35,Male,4647.0
11648,46-55,Male,7560.0
11649,56-65,Male,10846.0
11650,18-25,Female,1895.0
11651,46-55,Male,9540.0
11652,26-35,Female,1352.0
11653,36-45,Female,5356.0
11654,36-45,Male,8595.0
11655,46-55,Male,9133.0
11656,56-65,Male,10202.0
11657,18-25,Female,2044.0
11658,65+,Male,3840.0
11659,18-25,Female,4497.0
11660,36-45,Male,8656.0
11661,46-55,Male,10826.0
11662,18-25,Male,2915.0
11663,26-35,Male,4219.0
11664,26-35,Male,6836.0
11665,26-35,Female,1980.0
11666,18-25,Male,2294.0
11667,46-55,Male,13199.0
11668,65+,Male,5368.0
11669,46-55,Male,13645.0
11670,36-45,Female,7027.0
11671,36-45,Female,4892.0
11672,36-45,Female,9429.0
11673,36-45,Male,4684.0
11674,26-35,Female,9649.0
11675,56-65,Female,2508.0
11676,46-55,Male,11117.0
11677,26-35,Male,4292.0
11678,26-35,Male,4972.0
11679,36-45,Male,6390.0
11680,46-55,Female,22227.0
11681,46-55,Female,3874.0
11682,26-35,Female,2489.0
11683,36-45,Female,12517.0
11684,26-35,Female,3634.0
11685,56-65,Male,5376.0
11686,36-45,Male,5906.0
11687,36-45,Male,6780.0
11688,36-45,Male,6239.0
11689,56-65,Male,5128.0
11690,36-45,Female,8494.0
11691,26-35,Male,3720.0
11692,36-45,Male,8607.0
11693,18-25,Male,1298.0
11694,56-65,Male,3776.0
11695,56-65,Male,6094.0
11696,46-55,Male,11236.0
11697,46-55,Female,4996.0
11698,18-25,Male,6404.0
11699,18-25,Female,1830.0
11700,36-45,Male,4331.0
11701,36-45,Male,6251.0
11702,46-55,Female,10616.0
11703,46-55,Male,6345.0
11704,36-45,Female,4728.0
11705,36-45,Male,2225.0
11706,36-45,Male,7581.0
11707,26-35,Male,4298.0
11708,36-45,Male,12754.0
11709,26-35,Male,10547.0
11710,36-45,Female,2638.0
11711,56-65,Male,12385.0
11712,26-35,Female,2476.0
11713,26-35,Male,9903.0
11714,46-55,Male,1941.0
11715,26-35,Male,1931.0
11716,26-35,Male,11280.0
11717,18-25,Male,2856.0
11718,46-55,Male,7278.0
11719,65+,Male,2423.0
11720,26-35,Male,1421.0
11721,36-45,Female,3785.0
11722,26-35,Female,3881.0
11723,18-25,Female,3949.0
11724,26-35,Male,11940.0
11725,18-25,Male,1509.0
11726,36-45,Male,2609.0
11727,26-35,Female,2368.0
11728,26-35,Female,5512.0
11729,26-35,Female,3743.0
11730,18-25,Male,3797.0
11731,46-55,Female,9137.0
11732,56-65,Female,6340.0
11733,26-35,Female,6218.0
11734,56-65,Female,6653.0
11735,18-25,Male,1166.0
11736,46-55,Male,6696.0
11737,26-35,Male,2166.0
11738,46-55,Male,8525.0
11739,36-45,Male,6335.0
11740,26-35,Female,3649.0
11741,26-35,Male,6405.0
11742,26-35,Female,3429.0
11743,36-45,Male,14179.0
11744,56-65,Male,14368.0
11745,26-35,Male,9805.0
11746,46-55,Male,10669.0
11747,26-35,Male,4149.0
11748,46-55,Male,3201.0
11749,36-45,Female,16461.0
11750,36-45,Female,12480.0
11751,56-65,Male,4423.0
11752,36-45,Male,7671.0
11753,36-45,Female,10053.0
11754,36-45,Male,6745.0
11755,26-35,Male,16311.0
11756,46-55,Male,7224.0
11757,26-35,Female,5127.0
11758,36-45,Male,11522.0
11759,36-45,Male,8986.0
11760,26-35,Female,995.0
11761,56-65,Male,5441.0
11762,36-45,Male,11421.0
11763,46-55,Male,6985.0
11764,36-45,Male,3095.0
11765,26-35,Male,3288.0
11766,46-55,Male,5505.0
11767,36-45,Male,19886.0
11768,18-25,Male,5650.0
11769,46-55,Male,8561.0
11770,46-55,Female,5417.0
11771,26-35,Male,8820.0
11772,46-55,Male,8827.0
11773,36-45,Male,9324.0
11774,36-45,Male,10673.0
11775,56-65,Male,3466.0
11776,26-35,Male,4818.0
11777,36-45,Male,7851.0
11778,26-35,Male,3001.0
11779,26-35,Male,4684.0
11780,26-35,Female,3919.0
11781,36-45,Female,4250.0
11782,18-25,Female,2440.0
11783,26-35,Male,2313.0
11784,36-45,Male,5982.0
11785,18-25,Female,927.0
11786,26-35,Female,8560.0
11787,26-35,Male,2527.0
11788,46-55,Male,22864.0
11789,36-45,Female,6701.0
11790,46-55,Female,10259.0
11791,18-25,Female,2990.0
11792,26-35,Male,4348.0
11793,26-35,Male,2589.0
11794,26-35,Female,5213.0
11795,26-35,Female,6715.0
11796,36-45,Male,5144.0
11797,26-35,Male,3848.0
11798,26-35,Male,2200.0
11799,26-35,Male,1866.0
11800,26-35,Male,5357.0
11801,36-45,Female,9124.0
11802,36-45,Male,9534.0
11803,26-35,Female,18327.0
11804,46-55,Male,4474.0
11805,26-35,Male,5593.0
11806,26-35,Male,13160.0
11807,18-25,Female,902.0
11808,36-45,Male,3762.0
11809,26-35,Male,2223.0
11810,26-35,Female,3969.0
11811,46-55,Male,12075.0
11812,36-45,Male,7462.0
11813,26-35,Female,2948.0
11814,26-35,Female,4766.0
11815,36-45,Male,8365.0
11816,36-45,Male,6132.0
11817,26-35,Male,2345.0
11818,46-55,Male,4655.0
11819,36-45,Male,4416.0
11820,36-45,Female,10934.0
11821,56-65,Male,13674.0
11822,26-35,Male,5776.0
11823,36-45,Male,8899.0
11824,56-65,Male,14267.0
11825,56-65,Female,10147.0
11826,26-35,Female,2135.0
11827,18-25,Female,2728.0
11828,46-55,Female,9233.0
11829,26-35,Male,5096.0
11830,36-45,Female,3020.0
11831,36-45,Female,5078.0
11832,36-45,Female,10365.0
11833,26-35,Female,6465.0
11834,56-65,Female,11207.0
11835,18-25,Female,2264.0
11836,26-35,Female,4370.0
11837,46-55,Male,11864.0
11838,36-45,Female,4532.0
11839,26-35,Male,4244.0
11840,36-45,Female,10935.0
11841,65+,Male,8874.0
11842,56-65,Male,8076.0
11843,56-65,Female,18132.0
11844,26-35,Male,10792.0
11845,65+,Male,8368.0
11846,36-45,Female,14278.0
11847,36-45,Male,6879.0
11848,26-35,Male,6583.0
11849,36-45,Male,7528.0
11850,18-25,Male,6719.0
11851,56-65,Male,5657.0
11852,56-65,Male,3207.0
11853,46-55,Female,4332.0
11854,46-55,Male,10153.0
11855,26-35,Male,7164.0
11856,36-45,Male,7869.0
11857,36-45,Male,6226.0
11858,46-55,Female,6528.0
11859,65+,Male,5887.0
11860,18-25,Male,1965.0
11861,36-45,Female,4813.0
11862,26-35,Female,3600.0
11863,36-45,Male,15271.0
11864,46-55,Male,9808.0
11865,18-25,Male,1246.0
11866,26-35,Male,2465.0
11867,46-55,Male,4327.0
11868,26-35,Female,3142.0
11869,18-25,Female,2863.0
11870,26-35,Male,3191.0
11871,26-35,Male,12194.0
11872,26-35,Male,4359.0
11873,36-45,Male,7433.0
11874,18-25,Male,3049.0
11875,18-25,Male,913.0
11876,18-25,Male,3366.0
11877,26-35,Male,18281.0
11878,46-55,Female,13085.0
11879,36-45,Male,3579.0
11880,18-25,Male,1895.0
11881,18-25,Female,4738.0
11882,56-65,Female,11535.0
11883,46-55,Male,6434.0
11884,18-25,Male,1167.0
11885,46-55,Male,11043.0
11886,36-45,Male,17215.0
11887,26-35,Male,3453.0
11888,18-25,Male,2863.0
11889,26-35,Male,3096.0
11890,26-35,Male,4252.0
11891,26-35,Male,5288.0
11892,18-25,Male,1230.0
11893,26-35,Female,5518.0
11894,26-35,Female,6444.0
11895,26-35,Male,7985.0
11896,36-45,Female,2447.0
11897,36-45,Female,11710.0
11898,26-35,Male,4084.0
11899,26-35,Female,5928.0
11900,36-45,Male,4600.0
11901,26-35,Female,4392.0
11902,18-25,Male,1482.0
11903,36-45,Female,2739.0
11904,26-35,Female,4917.0
11905,46-55,Male,11852.0
11906,46-55,Female,4756.0
11907,36-45,Male,2904.0
11908,18-25,Female,3910.0
11909,46-55,Male,6617.0
11910,65+,Female,7864.0
11911,26-35,Male,5924.0
11912,18-25,Female,610.0
11913,46-55,Male,5134.0
11914,36-45,Male,11016.0
11915,36-45,Male,2073.0
11916,36-45,Male,2616.0
11917,36-45,Male,8578.0
11918,56-65,Male,5559.0
11919,36-45,Male,5168.0
11920,46-55,Male,5323.0
11921,36-45,Male,16021.0
11922,46-55,Male,4000.0
11923,26-35,Male,10048.0
11924,36-45,Male,5698.0
11925,18-25,Male,2018.0
11926,36-45,Male,7885.0
11927,26-35,Female,4348.0
11928,36-45,Male,9926.0
11929,26-35,Male,4280.0
11930,46-55,Male,9485.0
11931,36-45,Male,6300.0
11932,26-35,Female,8308.0
11933,26-35,Male,2550.0
11934,56-65,Male,2658.0
11935,26-35,Male,3186.0
11936,18-25,Male,1543.0
11937,36-45,Female,8261.0
11938,46-55,Male,12310.0
11939,18-25,Male,2843.0
11940,26-35,Female,5373.0
11941,36-45,Male,4539.0
11942,26-35,Male,5947.0
11943,18-25,Male,881.0
11944,46-55,Female,17152.0
11945,26-35,Male,4670.0
11946,56-65,Male,5681.0
11947,46-55,Male,7125.0
11948,18-25,Male,3329.0
11949,26-35,Male,8094.0
11950,26-35,Male,4452.0
11951,56-65,Male,3874.0
11952,36-45,Male,2579.0
11953,26-35,Female,6155.0
11954,18-25,Female,1446.0
11955,46-55,Female,13667.0
11956,56-65,Male,9013.0
11957,26-35,Male,7462.0
11958,36-45,Male,4259.0
11959,26-35,Female,3449.0
11960,26-35,Female,11656.0
11961,26-35,Female,1590.0
11962,26-35,Male,2108.0
11963,26-35,Male,4604.0
11964,26-35,Female,4038.0
11965,26-35,Male,3443.0
11966,26-35,Male,5205.0
11967,18-25,Male,1778.0
11968,18-25,Male,4197.0
11969,26-35,Male,4623.0
11970,26-35,Male,4135.0
11971,36-45,Male,6732.0
11972,26-35,Male,3174.0
11973,36-45,Male,8943.0
11974,26-35,Female,3419.0
11975,36-45,Female,10766.0
11976,26-35,Female,2972.0
11977,36-45,Male,5051.0
11978,26-35,Male,7347.0
11979,36-45,Male,6013.0
11980,26-35,Female,2837.0
11981,26-35,Female,2639.0
11982,56-65,Male,12716.0
11983,36-45,Male,7619.0
11984,46-55,Male,6482.0
11985,56-65,Male,5302.0
11986,26-35,Male,4088.0
11987,46-55,Male,3646.0
11988,26-35,Male,3195.0
11989,36-45,Male,13729.0
11990,18-25,Male,956.0
11991,26-35,Male,2997.0
11992,36-45,Male,13838.0
11993,65+,Male,5897.0
11994,46-55,Female,6762.0
11995,46-55,Female,10395.0
11996,26-35,Male,4246.0
11997,26-35,Male,8876.0
11998,56-65,Male,3391.0
11999,26-35,Male,5860.0
12000,26-35,Female,3425.0
12001,26-35,Male,4452.0
12002,26-35,Female,2996.0
12003,65+,Male,4754.0
12004,56-65,Male,8635.0
12005,26-35,Female,6102.0
12006,65+,Male,2690.0
12007,36-45,Male,6938.0
12008,18-25,Female,6689.0
12009,46-55,Male,10707.0
12010,18-25,Male,1008.0
12011,36-45,Male,8297.0
12012,36-45,Male,4928.0
12013,36-45,Female,6256.0
12014,46-55,Female,10564.0
12015,26-35,Male,3119.0
12016,26-35,Male,10811.0
12017,36-45,Male,5229.0
12018,36-45,Male,8345.0
12019,36-45,Female,13677.0
12020,36-45,Female,8095.0
12021,36-45,Male,16756.0
12022,46-55,Female,2911.0
12023,26-35,Male,7379.0
12024,65+,Male,5398.0
12025,36-45,Female,3671.0
12026,36-45,Female,23226.0
12027,18-25,Male,4280.0
12028,56-65,Male,7021.0
12029,56-65,Male,4449.0
12030,26-35,Male,1375.0
12031,36-45,Female,7135.0
12032,46-55,Male,5075.0
12033,56-65,Male,4749.0
12034,26-35,Male,4351.0
12035,36-45,Male,6825.0
12036,26-35,Male,3743.0
12037,18-25,Female,1983.0
12038,26-35,Female,4320.0
12039,46-55,Female,12751.0
12040,36-45,Male,5728.0
12041,26-35,Male,6501.0
12042,26-35,Male,2897.0
12043,36-45,Male,9754.0
12044,46-55,Female,9126.0
12045,46-55,Male,19150.0
12046,36-45,Female,3750.0
12047,65+,Female,3932.0
12048,18-25,Male,1116.0
12049,36-45,Female,2774.0
12050,26-35,Female,6861.0
12051,36-45,Female,6540.0
12052,26-35,Male,2041.0
12053,26-35,Male,6728.0
12054,36-45,Female,8108.0
12055,46-55,Male,12252.0
12056,56-65,Male,8538.0
12057,46-55,Female,12437.0
12058,46-55,Female,9653.0
12059,46-55,Male,7903.0
12060,46-55,Male,6879.0
12061,26-35,Male,4491.0
12062,56-65,Male,7952.0
12063,36-45,Male,4702.0
12064,26-35,Male,5620.0
12065,26-35,Male,6360.0
12066,26-35,Female,7118.0
12067,56-65,Male,8412.0
12068,36-45,Male,16902.0
12069,65+,Female,2333.0
12070,26-35,Female,3148.0
12071,46-55,Male,9046.0
12072,46-55,Male,10226.0
12073,26-35,Male,4848.0
12074,26-35,Male,3975.0
12075,46-55,Female,11801.0
12076,36-45,Male,7165.0
12077,65+,Male,3605.0
12078,36-45,Male,3596.0
12079,36-45,Male,4697.0
12080,18-25,Male,780.0
12081,36-45,Male,4029.0
12082,46-55,Male,11200.0
12083,26-35,Female,5171.0
12084,26-35,Male,2993.0
12085,36-45,Male,5220.0
12086,46-55,Male,15700.0
12087,18-25,Male,3395.0
12088,26-35,Female,6298.0
12089,56-65,Male,2723.0
12090,36-45,Female,16453.0
12091,26-35,Female,5871.0
12092,26-35,Male,6802.0
12093,26-35,Male,9109.0
12094,36-45,Male,5426.0
12095,26-35,Male,3853.0
12096,36-45,Male,7699.0
12097,26-35,Male,9715.0
12098,18-25,Female,1270.0
12099,46-55,Female,20731.0
12100,36-45,Male,6088.0
12101,26-35,Male,7898.0
12102,56-65,Male,30085.0
12103,26-35,Male,7293.0
12104,26-35,Female,1293.0
12105,36-45,Male,15929.0
12106,36-45,Male,4937.0
12107,26-35,Male,3873.0
12108,26-35,Male,8133.0
12109,36-45,Male,4627.0
12110,36-45,Male,6679.0
12111,26-35,Male,2958.0
12112,36-45,Male,8170.0
12113,26-35,Male,1863.0
12114,46-55,Male,9322.0
12115,26-35,Male,4838.0
12116,36-45,Male,8831.0
12117,26-35,Male,7844.0
12118,26-35,Female,18436.0
12119,26-35,Female,5692.0
12120,36-45,Male,5783.0
12121,18-25,Male,2276.0
12122,26-35,Male,5890.0
12123,36-45,Female,12166.0
12124,26-35,Male,8945.0
12125,56-65,Male,4933.0
12126,65+,Male,3100.0
12127,26-35,Male,1233.0
12128,26-35,Male,12609.0
12129,26-35,Female,2692.0
12130,26-35,Male,4094.0
12131,26-35,Male,4484.0
12132,26-35,Male,2437.0
12133,26-35,Male,3026.0
12134,26-35,Male,8094.0
12135,36-45,Female,7511.0
12136,26-35,Male,6197.0
12137,36-45,Male,6803.0
12138,36-45,Male,8523.0
12139,18-25,Male,1302.0
12140,46-55,Female,9006.0
12141,26-35,Male,2774.0
12142,36-45,Male,7006.0
12143,26-35,Female,5781.0
12144,26-35,Female,5614.0
12145,26-35,Male,24460.0
12146,26-35,Male,3259.0
12147,26-35,Male,3312.0
12148,26-35,Male,8190.0
12149,26-35,Female,3857.0
12150,26-35,Male,2330.0
12151,36-45,Male,3992.0
12152,26-35,Male,3283.0
12153,36-45,Male,8830.0
12154,46-55,Female,5254.0
12155,46-55,Male,25052.0
12156,56-65,Female,8317.0
12157,56-65,Male,5601.0
12158,36-45,Female,4802.0
12159,36-45,Male,4292.0
12160,26-35,Female,6256.0
12161,26-35,Male,6554.0
12162,56-65,Female,5029.0
12163,26-35,Male,3630.0
12164,26-35,Male,8506.0
12165,36-45,Male,5126.0
12166,26-35,Female,2675.0
12167,36-45,Male,6541.0
12168,36-45,Male,9163.0
12169,26-35,Male,7500.0
12170,46-55,Female,12958.0
12171,26-35,Male,4949.0
12172,36-45,Male,6348.0
12173,46-55,Male,15219.0
12174,18-25,Male,14242.0
12175,46-55,Female,10251.0
12176,36-45,Male,10335.0
12177,36-45,Male,5399.0
12178,46-55,Male,8352.0
12179,36-45,Male,4634.0
12180,36-45,Male,2549.0
12181,36-45,Male,8284.0
12182,36-45,Male,5150.0
